node_id, total_out, total_in, pos_in, neg_in, pos_out,neg_out
624, 156, 159, 150, 9, 156, 0
625, 200, 41, 19, 22, 100, 100
626, 4, 305, 302, 3, 0, 4
627, 220, 36, 26, 10, 180, 40
628, 4, 7, 7, 0, 4, 0
629, 31, 561, 436, 125, 31, 0
630, 48, 225, 173, 52, 42, 6
631, 5, 23, 22, 1, 5, 0
632, 0, 154, 154, 0, 0, 0
633, 34, 282, 263, 19, 34, 0
634, 35, 65, 50, 15, 13, 22
635, 7, 57, 49, 8, 7, 0
636, 0, 2290, 2260, 30, 0, 0
637, 0, 11, 8, 3, 0, 0
638, 0, 115, 105, 10, 0, 0
639, 142, 132, 116, 16, 114, 28
640, 72, 211, 183, 28, 70, 2
641, 200, 436, 409, 27, 200, 0
642, 100, 143, 136, 7, 60, 40
643, 0, 33, 31, 2, 0, 0
644, 0, 18, 18, 0, 0, 0
645, 0, 15, 9, 6, 0, 0
646, 2, 7, 6, 1, 0, 2
647, 0, 25, 20, 5, 0, 0
648, 12, 10, 7, 3, 11, 1
649, 9, 94, 91, 3, 8, 1
650, 131, 15, 13, 2, 91, 40
651, 7, 204, 190, 14, 7, 0
652, 1, 8, 7, 1, 1, 0
653, 239, 70, 56, 14, 139, 100
654, 76, 20, 20, 0, 73, 3
655, 14, 14, 10, 4, 9, 5
656, 16, 7, 6, 1, 13, 3
657, 109, 317, 304, 13, 109, 0
658, 8, 369, 346, 23, 3, 5
659, 2, 3, 2, 1, 2, 0
660, 0, 1270, 1218, 52, 0, 0
661, 4, 427, 382, 45, 3, 1
662, 369, 405, 348, 57, 369, 0
663, 48, 190, 141, 49, 47, 1
664, 23, 74, 51, 23, 15, 8
665, 52, 164, 130, 34, 43, 9
666, 3, 10, 8, 2, 1, 2
667, 403, 65, 58, 7, 402, 1
668, 199, 143, 81, 62, 130, 69
669, 24, 13, 11, 2, 21, 3
670, 1, 141, 137, 4, 1, 0
671, 8, 8, 5, 3, 5, 3
672, 58, 322, 276, 46, 50, 8
673, 100, 132, 117, 15, 61, 39
674, 4, 44, 42, 2, 4, 0
675, 37, 31, 18, 13, 22, 15
676, 9, 2, 1, 1, 9, 0
677, 2, 16, 15, 1, 2, 0
678, 201, 459, 182, 277, 98, 103
679, 9, 357, 200, 157, 9, 0
680, 0, 15, 8, 7, 0, 0
681, 0, 11, 6, 5, 0, 0
682, 0, 40, 22, 18, 0, 0
683, 0, 216, 96, 120, 0, 0
684, 9, 3, 2, 1, 7, 2
685, 1, 91, 42, 49, 0, 1
686, 191, 304, 95, 209, 158, 33
687, 0, 2, 1, 1, 0, 0
688, 0, 2, 0, 2, 0, 0
689, 30, 19, 12, 7, 29, 1
690, 4, 35, 14, 21, 4, 0
691, 9, 12, 5, 7, 7, 2
692, 5, 47, 11, 36, 4, 1
693, 0, 4, 3, 1, 0, 0
694, 0, 3, 1, 2, 0, 0
695, 8, 29, 15, 14, 5, 3
696, 1, 1, 0, 1, 1, 0
697, 6, 98, 46, 52, 6, 0
47, 14, 2344, 2212, 132, 14, 0
48, 4, 73, 62, 11, 4, 0
55, 34, 600, 551, 49, 32, 2
114, 2, 18, 17, 1, 2, 0
698, 23, 39, 36, 3, 17, 6
699, 1, 118, 117, 1, 0, 1
700, 0, 1, 1, 0, 0, 0
33, 0, 1050, 1050, 0, 0, 0
58, 24, 615, 593, 22, 24, 0
59, 0, 359, 127, 232, 0, 0
80, 14, 2543, 2512, 31, 14, 0
111, 0, 95, 94, 1, 0, 0
172, 1, 685, 661, 24, 0, 1
191, 400, 1591, 1583, 8, 400, 0
701, 0, 230, 218, 12, 0, 0
702, 0, 81, 79, 2, 0, 0
703, 8, 332, 280, 52, 6, 2
704, 0, 36, 36, 0, 0, 0
705, 1, 5, 5, 0, 1, 0
706, 0, 35, 35, 0, 0, 0
707, 0, 76, 75, 1, 0, 0
708, 2, 7, 7, 0, 2, 0
709, 1, 6, 6, 0, 0, 1
710, 0, 1, 1, 0, 0, 0
711, 6, 40, 32, 8, 6, 0
712, 1, 16, 16, 0, 1, 0
713, 0, 27, 27, 0, 0, 0
714, 8, 58, 57, 1, 6, 2
715, 0, 19, 19, 0, 0, 0
716, 8, 22, 22, 0, 8, 0
717, 193, 166, 146, 20, 191, 2
718, 0, 168, 163, 5, 0, 0
719, 43, 63, 62, 1, 43, 0
720, 0, 18, 18, 0, 0, 0
721, 6, 12, 12, 0, 4, 2
722, 0, 16, 16, 0, 0, 0
723, 0, 117, 117, 0, 0, 0
724, 0, 54, 54, 0, 0, 0
725, 1, 36, 34, 2, 0, 1
726, 0, 59, 59, 0, 0, 0
727, 0, 29, 29, 0, 0, 0
728, 0, 1, 1, 0, 0, 0
729, 0, 25, 25, 0, 0, 0
730, 0, 74, 74, 0, 0, 0
731, 3, 56, 49, 7, 3, 0
732, 0, 73, 68, 5, 0, 0
733, 6, 434, 432, 2, 6, 0
734, 0, 278, 276, 2, 0, 0
735, 202, 33, 31, 2, 158, 44
736, 4, 10, 6, 4, 4, 0
737, 34, 397, 374, 23, 16, 18
738, 3, 69, 61, 8, 3, 0
739, 0, 140, 138, 2, 0, 0
740, 0, 11, 11, 0, 0, 0
741, 33, 88, 77, 11, 22, 11
742, 197, 86, 77, 9, 185, 12
743, 1, 6, 6, 0, 1, 0
744, 26, 56, 46, 10, 21, 5
745, 11, 26, 25, 1, 11, 0
746, 201, 71, 51, 20, 18, 183
747, 3, 132, 113, 19, 0, 3
748, 18, 263, 262, 1, 18, 0
749, 1, 111, 111, 0, 1, 0
750, 0, 76, 75, 1, 0, 0
751, 36, 40, 36, 4, 29, 7
752, 11, 291, 286, 5, 11, 0
753, 0, 3, 3, 0, 0, 0
754, 1, 265, 262, 3, 1, 0
755, 0, 31, 31, 0, 0, 0
756, 0, 30, 30, 0, 0, 0
757, 0, 96, 96, 0, 0, 0
758, 59, 158, 152, 6, 54, 5
759, 0, 72, 53, 19, 0, 0
760, 160, 1608, 1389, 219, 149, 11
761, 1, 50, 27, 23, 1, 0
762, 6, 53, 32, 21, 0, 6
763, 1, 4, 2, 2, 1, 0
44, 0, 349, 349, 0, 0, 0
764, 1, 4, 4, 0, 1, 0
765, 0, 3, 3, 0, 0, 0
766, 0, 5, 4, 1, 0, 0
767, 1, 23, 21, 2, 1, 0
768, 0, 2, 2, 0, 0, 0
769, 203, 102, 97, 5, 146, 57
770, 0, 1102, 1102, 0, 0, 0
771, 5, 8, 8, 0, 5, 0
176, 14, 556, 275, 281, 11, 3
244, 4, 51, 40, 11, 4, 0
542, 5, 198, 165, 33, 5, 0
772, 9, 35, 26, 9, 9, 0
773, 3, 38, 28, 10, 0, 3
774, 0, 32, 15, 17, 0, 0
775, 0, 6, 2, 4, 0, 0
776, 187, 51, 36, 15, 186, 1
777, 2, 30, 23, 7, 2, 0
778, 22, 18, 13, 5, 22, 0
779, 31, 64, 23, 41, 12, 19
780, 14, 265, 258, 7, 14, 0
781, 4, 44, 32, 12, 4, 0
782, 21, 9, 8, 1, 17, 4
783, 35, 7, 4, 3, 25, 10
784, 0, 11, 9, 2, 0, 0
785, 4, 5, 2, 3, 4, 0
786, 2, 2, 2, 0, 1, 1
787, 4, 180, 82, 98, 4, 0
788, 0, 6, 3, 3, 0, 0
789, 0, 94, 71, 23, 0, 0
790, 0, 101, 28, 73, 0, 0
791, 0, 22, 21, 1, 0, 0
792, 0, 7, 4, 3, 0, 0
793, 7, 4, 2, 2, 5, 2
794, 6, 31, 20, 11, 4, 2
795, 2, 298, 241, 57, 0, 2
796, 6, 16, 6, 10, 0, 6
797, 4, 22, 17, 5, 2, 2
30, 17, 260, 195, 65, 17, 0
49, 13, 37, 37, 0, 13, 0
50, 201, 312, 204, 108, 0, 201
51, 0, 15, 15, 0, 0, 0
54, 0, 95, 80, 15, 0, 0
60, 53, 190, 176, 14, 53, 0
69, 250, 207, 185, 22, 239, 11
70, 116, 368, 340, 28, 116, 0
83, 158, 256, 227, 29, 144, 14
85, 182, 185, 142, 43, 182, 0
87, 400, 296, 287, 9, 400, 0
88, 177, 279, 273, 6, 177, 0
95, 11, 110, 106, 4, 11, 0
103, 149, 209, 193, 16, 147, 2
125, 0, 195, 147, 48, 0, 0
127, 0, 40, 25, 15, 0, 0
128, 23, 126, 97, 29, 23, 0
130, 1, 16, 16, 0, 1, 0
131, 0, 3, 3, 0, 0, 0
134, 13, 54, 54, 0, 13, 0
140, 3, 13, 11, 2, 3, 0
142, 6, 34, 31, 3, 6, 0
144, 147, 64, 48, 16, 28, 119
197, 401, 607, 570, 37, 401, 0
231, 15, 110, 76, 34, 15, 0
798, 0, 18, 17, 1, 0, 0
799, 172, 26, 22, 4, 145, 27
800, 12, 6, 6, 0, 12, 0
801, 21, 102, 80, 22, 19, 2
802, 34, 12, 10, 2, 32, 2
803, 1, 1, 1, 0, 1, 0
804, 0, 1, 1, 0, 0, 0
805, 1, 1, 1, 0, 1, 0
806, 149, 113, 105, 8, 128, 21
807, 326, 44, 29, 15, 118, 208
808, 0, 2, 2, 0, 0, 0
809, 28, 57, 47, 10, 25, 3
810, 0, 1, 1, 0, 0, 0
811, 195, 184, 178, 6, 192, 3
812, 0, 1, 1, 0, 0, 0
813, 50, 238, 231, 7, 25, 25
814, 1, 6, 6, 0, 1, 0
815, 201, 138, 83, 55, 54, 147
816, 11, 4, 3, 1, 11, 0
817, 1, 75, 70, 5, 0, 1
818, 14, 16, 16, 0, 14, 0
819, 133, 132, 117, 15, 132, 1
820, 7, 18, 12, 6, 7, 0
821, 0, 1, 1, 0, 0, 0
822, 5, 6, 5, 1, 4, 1
823, 43, 41, 27, 14, 41, 2
824, 136, 159, 128, 31, 76, 60
825, 0, 8, 5, 3, 0, 0
826, 0, 1, 1, 0, 0, 0
827, 92, 95, 87, 8, 92, 0
828, 11, 3, 3, 0, 10, 1
829, 201, 53, 51, 2, 200, 1
830, 106, 136, 136, 0, 106, 0
831, 7, 6, 5, 1, 7, 0
832, 155, 158, 151, 7, 155, 0
833, 10, 3, 3, 0, 10, 0
834, 4, 10, 10, 0, 2, 2
835, 201, 37, 33, 4, 196, 5
836, 7, 1, 1, 0, 7, 0
837, 62, 178, 147, 31, 50, 12
838, 368, 215, 203, 12, 368, 0
839, 0, 2, 2, 0, 0, 0
840, 10, 4, 4, 0, 10, 0
841, 233, 115, 102, 13, 232, 1
842, 3, 7, 7, 0, 3, 0
843, 20, 13, 12, 1, 20, 0
844, 43, 8, 8, 0, 43, 0
845, 201, 86, 75, 11, 54, 147
846, 321, 287, 223, 64, 227, 94
847, 172, 191, 181, 10, 172, 0
848, 27, 30, 28, 2, 26, 1
849, 66, 163, 129, 34, 66, 0
850, 287, 296, 181, 115, 133, 154
851, 140, 40, 31, 9, 60, 80
852, 1, 2, 2, 0, 1, 0
853, 1, 1, 1, 0, 1, 0
854, 64, 10, 10, 0, 64, 0
855, 85, 94, 92, 2, 83, 2
856, 35, 9, 8, 1, 21, 14
857, 9, 49, 49, 0, 8, 1
858, 16, 3, 3, 0, 16, 0
859, 50, 10, 10, 0, 48, 2
860, 54, 181, 149, 32, 54, 0
861, 8, 3, 3, 0, 8, 0
862, 174, 226, 200, 26, 158, 16
863, 1, 1, 1, 0, 1, 0
864, 0, 2, 2, 0, 0, 0
865, 0, 2, 2, 0, 0, 0
866, 41, 9, 8, 1, 39, 2
867, 12, 6, 6, 0, 9, 3
868, 132, 57, 50, 7, 132, 0
869, 402, 69, 35, 34, 86, 316
870, 0, 1, 0, 1, 0, 0
871, 3, 253, 155, 98, 3, 0
872, 82, 189, 121, 68, 69, 13
873, 1, 122, 101, 21, 0, 1
874, 204, 211, 166, 45, 202, 2
875, 0, 19, 15, 4, 0, 0
876, 139, 129, 127, 2, 139, 0
877, 0, 45, 23, 22, 0, 0
878, 11, 9, 8, 1, 6, 5
879, 10, 5, 1, 4, 10, 0
880, 1, 5, 0, 5, 0, 1
881, 2, 98, 81, 17, 0, 2
882, 6, 10, 4, 6, 3, 3
883, 0, 1, 0, 1, 0, 0
884, 12, 35, 26, 9, 12, 0
885, 0, 222, 159, 63, 0, 0
886, 10, 137, 112, 25, 10, 0
887, 12, 13, 10, 3, 6, 6
888, 5, 116, 72, 44, 5, 0
889, 2, 7, 2, 5, 0, 2
890, 72, 27, 26, 1, 72, 0
891, 1, 9, 3, 6, 1, 0
892, 0, 2, 0, 2, 0, 0
893, 148, 19, 18, 1, 142, 6
894, 5, 8, 3, 5, 5, 0
895, 86, 109, 73, 36, 84, 2
896, 28, 7, 3, 4, 17, 11
897, 0, 56, 5, 51, 0, 0
898, 0, 3, 0, 3, 0, 0
899, 62, 37, 28, 9, 58, 4
900, 4, 21, 12, 9, 4, 0
901, 14, 4, 3, 1, 14, 0
902, 47, 14, 12, 2, 41, 6
903, 1, 1, 0, 1, 1, 0
904, 2, 15, 14, 1, 2, 0
905, 58, 245, 170, 75, 58, 0
906, 401, 418, 270, 148, 401, 0
907, 0, 223, 194, 29, 0, 0
908, 115, 44, 40, 4, 99, 16
909, 156, 86, 66, 20, 148, 8
910, 0, 3, 1, 2, 0, 0
911, 2, 993, 684, 309, 2, 0
912, 274, 152, 121, 31, 274, 0
913, 8, 4, 2, 2, 8, 0
914, 143, 138, 119, 19, 125, 18
915, 0, 1, 0, 1, 0, 0
916, 37, 77, 33, 44, 29, 8
917, 114, 5, 4, 1, 82, 32
918, 0, 2, 0, 2, 0, 0
919, 156, 247, 196, 51, 56, 100
920, 0, 5, 0, 5, 0, 0
921, 17, 29, 15, 14, 17, 0
922, 155, 617, 496, 121, 155, 0
923, 178, 265, 171, 94, 136, 42
924, 201, 45, 22, 23, 200, 1
925, 129, 82, 71, 11, 128, 1
926, 3, 29, 23, 6, 2, 1
927, 53, 82, 58, 24, 41, 12
928, 30, 282, 80, 202, 30, 0
929, 164, 354, 271, 83, 157, 7
930, 89, 157, 117, 40, 42, 47
931, 0, 4, 1, 3, 0, 0
932, 69, 66, 37, 29, 23, 46
933, 22, 211, 195, 16, 12, 10
934, 0, 2, 0, 2, 0, 0
935, 0, 1, 0, 1, 0, 0
936, 0, 4, 0, 4, 0, 0
937, 38, 646, 148, 498, 31, 7
938, 139, 462, 360, 102, 137, 2
939, 0, 1, 0, 1, 0, 0
940, 366, 435, 383, 52, 232, 134
941, 91, 27, 17, 10, 48, 43
56, 17, 72, 69, 3, 17, 0
196, 0, 121, 121, 0, 0, 0
942, 0, 18, 18, 0, 0, 0
943, 2, 2, 2, 0, 2, 0
944, 0, 1, 1, 0, 0, 0
945, 0, 4, 3, 1, 0, 0
946, 27, 30, 18, 12, 27, 0
947, 1, 5, 4, 1, 1, 0
948, 0, 66, 66, 0, 0, 0
949, 40, 336, 302, 34, 30, 10
950, 0, 1, 1, 0, 0, 0
951, 15, 8, 7, 1, 15, 0
952, 3, 3, 3, 0, 3, 0
953, 10, 3, 2, 1, 9, 1
954, 0, 2, 2, 0, 0, 0
955, 0, 4, 4, 0, 0, 0
956, 1, 2, 2, 0, 1, 0
957, 1, 212, 202, 10, 1, 0
958, 4, 35, 34, 1, 3, 1
959, 14, 37, 18, 19, 12, 2
960, 0, 3, 3, 0, 0, 0
961, 18, 6, 6, 0, 18, 0
962, 0, 5, 5, 0, 0, 0
963, 14, 26, 24, 2, 14, 0
964, 6, 8, 8, 0, 6, 0
965, 0, 4, 4, 0, 0, 0
966, 26, 24, 24, 0, 24, 2
967, 17, 12, 11, 1, 17, 0
968, 35, 18, 18, 0, 35, 0
969, 0, 3, 3, 0, 0, 0
970, 0, 2, 2, 0, 0, 0
971, 12, 9, 9, 0, 12, 0
972, 0, 9, 9, 0, 0, 0
66, 78, 174, 174, 0, 78, 0
67, 400, 247, 238, 9, 387, 13
71, 142, 155, 152, 3, 141, 1
75, 162, 180, 178, 2, 162, 0
76, 54, 350, 334, 16, 54, 0
79, 251, 904, 820, 84, 249, 2
81, 2, 230, 154, 76, 2, 0
90, 0, 471, 97, 374, 0, 0
92, 271, 308, 303, 5, 271, 0
94, 47, 287, 237, 50, 47, 0
101, 113, 172, 167, 5, 112, 1
120, 6, 41, 24, 17, 4, 2
149, 266, 237, 219, 18, 263, 3
313, 12, 175, 158, 17, 11, 1
599, 144, 157, 157, 0, 134, 10
973, 399, 307, 295, 12, 399, 0
974, 5, 62, 38, 24, 5, 0
975, 9, 5, 5, 0, 8, 1
976, 203, 60, 57, 3, 125, 78
977, 9, 72, 66, 6, 4, 5
978, 1, 14, 13, 1, 1, 0
979, 189, 105, 93, 12, 179, 10
980, 346, 181, 167, 14, 313, 33
981, 38, 173, 134, 39, 22, 16
982, 38, 74, 70, 4, 33, 5
983, 0, 4, 2, 2, 0, 0
984, 16, 10, 10, 0, 16, 0
985, 30, 23, 22, 1, 30, 0
986, 125, 37, 25, 12, 41, 84
987, 2, 14, 13, 1, 2, 0
988, 1, 54, 27, 27, 1, 0
989, 47, 378, 308, 70, 36, 11
990, 17, 67, 31, 36, 17, 0
991, 16, 66, 61, 5, 15, 1
992, 31, 80, 78, 2, 26, 5
993, 201, 246, 220, 26, 201, 0
994, 1, 14, 9, 5, 1, 0
995, 0, 232, 194, 38, 0, 0
996, 13, 5, 5, 0, 12, 1
997, 139, 145, 143, 2, 120, 19
998, 136, 171, 170, 1, 136, 0
999, 73, 42, 27, 15, 58, 15
1000, 161, 74, 74, 0, 159, 2
1001, 264, 102, 97, 5, 257, 7
1002, 0, 141, 139, 2, 0, 0
1003, 3, 13, 12, 1, 3, 0
1004, 386, 140, 130, 10, 287, 99
1005, 201, 248, 131, 117, 80, 121
1006, 9, 236, 165, 71, 8, 1
1007, 0, 8, 5, 3, 0, 0
1008, 0, 1, 1, 0, 0, 0
1009, 0, 105, 84, 21, 0, 0
1010, 9, 35, 30, 5, 9, 0
1011, 198, 159, 115, 44, 198, 0
1012, 0, 1, 1, 0, 0, 0
1013, 202, 104, 100, 4, 202, 0
1014, 86, 23, 18, 5, 65, 21
1015, 32, 19, 18, 1, 23, 9
1016, 2, 46, 43, 3, 2, 0
1017, 34, 61, 58, 3, 34, 0
1018, 119, 151, 150, 1, 119, 0
1019, 2, 4, 4, 0, 2, 0
1020, 96, 10, 7, 3, 66, 30
1021, 32, 24, 19, 5, 6, 26
1022, 0, 15, 15, 0, 0, 0
1023, 1, 11, 10, 1, 1, 0
1024, 1, 139, 129, 10, 1, 0
1025, 7, 7, 6, 1, 6, 1
1026, 20, 22, 14, 8, 19, 1
1027, 26, 60, 53, 7, 12, 14
1028, 201, 166, 163, 3, 201, 0
1029, 31, 31, 30, 1, 30, 1
1030, 13, 163, 153, 10, 11, 2
1031, 162, 101, 88, 13, 162, 0
1032, 191, 191, 175, 16, 191, 0
1033, 9, 43, 37, 6, 9, 0
1034, 137, 161, 153, 8, 135, 2
1035, 238, 316, 306, 10, 233, 5
1036, 67, 77, 76, 1, 67, 0
1037, 33, 97, 88, 9, 20, 13
1038, 28, 47, 47, 0, 28, 0
1039, 9, 15, 10, 5, 4, 5
1040, 38, 29, 19, 10, 38, 0
1041, 26, 27, 23, 4, 22, 4
1042, 221, 298, 297, 1, 217, 4
1043, 45, 37, 37, 0, 45, 0
1044, 5, 12, 11, 1, 5, 0
1045, 0, 18, 10, 8, 0, 0
1046, 31, 22, 21, 1, 31, 0
1047, 1, 9, 8, 1, 1, 0
1048, 0, 10, 10, 0, 0, 0
1049, 51, 28, 22, 6, 45, 6
1050, 7, 299, 170, 129, 4, 3
1051, 53, 143, 134, 9, 28, 25
1052, 18, 1012, 921, 91, 17, 1
1053, 4, 13, 13, 0, 4, 0
1054, 20, 183, 160, 23, 10, 10
1055, 201, 208, 208, 0, 201, 0
1056, 183, 101, 98, 3, 181, 2
1057, 6, 19, 19, 0, 6, 0
1058, 2, 31, 27, 4, 2, 0
1059, 11, 6, 6, 0, 10, 1
1060, 0, 704, 643, 61, 0, 0
1061, 38, 22, 21, 1, 36, 2
1062, 0, 20, 19, 1, 0, 0
1063, 118, 149, 133, 16, 118, 0
1064, 72, 64, 39, 25, 72, 0
1065, 6, 19, 12, 7, 1, 5
1066, 22, 28, 22, 6, 22, 0
1067, 13, 53, 49, 4, 9, 4
1068, 65, 72, 66, 6, 65, 0
1069, 111, 62, 59, 3, 111, 0
1070, 194, 218, 209, 9, 194, 0
1071, 1, 110, 109, 1, 1, 0
1072, 283, 81, 76, 5, 255, 28
1073, 52, 63, 58, 5, 50, 2
1074, 7, 48, 35, 13, 5, 2
1075, 200, 172, 144, 28, 160, 40
1076, 2, 132, 118, 14, 2, 0
1077, 8, 26, 24, 2, 8, 0
1078, 109, 54, 51, 3, 97, 12
1079, 200, 90, 83, 7, 186, 14
1080, 8, 20, 19, 1, 8, 0
1081, 1, 4, 3, 1, 1, 0
1082, 81, 33, 31, 2, 80, 1
1083, 36, 65, 59, 6, 30, 6
1084, 15, 4, 4, 0, 15, 0
1085, 1, 62, 49, 13, 1, 0
1086, 43, 71, 42, 29, 32, 11
1087, 401, 244, 243, 1, 401, 0
1088, 176, 244, 235, 9, 176, 0
1089, 0, 34, 28, 6, 0, 0
1090, 6, 16, 14, 2, 4, 2
1091, 39, 16, 15, 1, 37, 2
1092, 0, 50, 37, 13, 0, 0
1093, 151, 475, 421, 54, 136, 15
1094, 83, 10, 8, 2, 80, 3
1095, 2, 11, 7, 4, 2, 0
1096, 0, 15, 13, 2, 0, 0
1097, 66, 29, 29, 0, 66, 0
1098, 9, 15, 13, 2, 9, 0
1099, 74, 46, 44, 2, 74, 0
1100, 4, 32, 29, 3, 0, 4
1101, 5, 11, 10, 1, 4, 1
1102, 0, 3, 3, 0, 0, 0
1103, 9, 146, 82, 64, 7, 2
1104, 1, 20, 16, 4, 1, 0
1105, 5, 459, 341, 118, 5, 0
1106, 5, 1, 1, 0, 5, 0
1107, 19, 49, 47, 2, 16, 3
1108, 0, 1, 1, 0, 0, 0
1109, 0, 9, 5, 4, 0, 0
1110, 114, 185, 180, 5, 100, 14
1111, 402, 316, 316, 0, 402, 0
1112, 0, 39, 35, 4, 0, 0
1113, 13, 18, 14, 4, 11, 2
1114, 5, 11, 10, 1, 5, 0
1115, 1, 14, 14, 0, 1, 0
1116, 38, 110, 79, 31, 31, 7
1117, 18, 46, 43, 3, 17, 1
1118, 0, 398, 339, 59, 0, 0
1119, 15, 89, 79, 10, 6, 9
1120, 108, 560, 536, 24, 104, 4
1121, 21, 133, 125, 8, 19, 2
1122, 1, 62, 43, 19, 1, 0
1123, 37, 42, 37, 5, 37, 0
1124, 1, 2, 1, 1, 0, 1
1125, 7, 528, 405, 123, 1, 6
1126, 90, 73, 72, 1, 90, 0
1127, 0, 59, 54, 5, 0, 0
1128, 114, 74, 72, 2, 112, 2
1129, 15, 22, 17, 5, 15, 0
1130, 140, 17, 11, 6, 136, 4
1131, 0, 3, 3, 0, 0, 0
1132, 0, 55, 31, 24, 0, 0
1133, 39, 143, 132, 11, 39, 0
1134, 52, 18, 14, 4, 52, 0
1135, 1, 39, 37, 2, 0, 1
1136, 130, 217, 196, 21, 130, 0
1137, 2, 19, 18, 1, 2, 0
1138, 26, 234, 227, 7, 25, 1
1139, 77, 50, 41, 9, 46, 31
1140, 5, 373, 341, 32, 4, 1
1141, 2, 32, 25, 7, 2, 0
1142, 3, 19, 16, 3, 2, 1
1143, 80, 460, 415, 45, 73, 7
1144, 133, 37, 36, 1, 133, 0
1145, 0, 4, 2, 2, 0, 0
1146, 217, 239, 232, 7, 208, 9
1147, 12, 17, 17, 0, 11, 1
1148, 111, 121, 116, 5, 102, 9
1149, 11, 14, 10, 4, 9, 2
1150, 141, 126, 123, 3, 141, 0
1151, 2, 3, 3, 0, 2, 0
1152, 2, 535, 397, 138, 2, 0
1153, 178, 152, 151, 1, 178, 0
1154, 2, 33, 31, 2, 2, 0
1155, 36, 17, 17, 0, 35, 1
1156, 4, 47, 39, 8, 4, 0
1157, 0, 14, 11, 3, 0, 0
1158, 4, 118, 51, 67, 4, 0
1159, 160, 165, 156, 9, 157, 3
1160, 2, 10, 8, 2, 2, 0
1161, 202, 163, 130, 33, 150, 52
1162, 58, 18, 17, 1, 58, 0
1163, 0, 2, 2, 0, 0, 0
1164, 26, 25, 14, 11, 18, 8
1165, 41, 106, 91, 15, 40, 1
1166, 1, 48, 37, 11, 0, 1
1167, 50, 26, 14, 12, 11, 39
1168, 0, 4, 4, 0, 0, 0
1169, 6, 7, 3, 4, 6, 0
1170, 3, 13, 13, 0, 3, 0
1171, 6, 9, 9, 0, 6, 0
1172, 2, 1, 1, 0, 0, 2
1173, 10, 221, 145, 76, 10, 0
1174, 18, 300, 253, 47, 15, 3
1175, 19, 29, 28, 1, 18, 1
1176, 136, 73, 69, 4, 134, 2
1177, 263, 166, 166, 0, 263, 0
1178, 0, 1, 1, 0, 0, 0
1179, 18, 38, 34, 4, 18, 0
1180, 10, 172, 161, 11, 10, 0
1181, 1, 4, 4, 0, 1, 0
1182, 0, 1, 1, 0, 0, 0
1183, 100, 333, 326, 7, 86, 14
1184, 13, 7, 6, 1, 11, 2
1185, 1, 7, 7, 0, 1, 0
1186, 2, 55, 45, 10, 0, 2
1187, 2, 122, 102, 20, 0, 2
1188, 177, 146, 132, 14, 167, 10
1189, 0, 240, 211, 29, 0, 0
1190, 12, 34, 28, 6, 12, 0
1191, 91, 79, 77, 2, 77, 14
1192, 107, 50, 48, 2, 102, 5
1193, 127, 131, 130, 1, 126, 1
1194, 19, 31, 30, 1, 18, 1
1195, 12, 30, 30, 0, 12, 0
1196, 0, 1, 1, 0, 0, 0
1197, 0, 1, 1, 0, 0, 0
1198, 97, 165, 149, 16, 97, 0
1199, 103, 95, 92, 3, 103, 0
1200, 84, 59, 56, 3, 84, 0
1201, 0, 298, 235, 63, 0, 0
1202, 0, 10, 9, 1, 0, 0
1203, 186, 222, 219, 3, 185, 1
