262,"(6, 7, 0, 0, 0, 0)"
263,"(2, 2, 0, 0, 0, 0)"
264,"(0, 2, 0, 0, 0, 0)"
265,"(3, 5, 0, 0, 0, 0)"
266,"(18, 17, 0, 0, 0, 0)"
267,"(1, 1, 0, 0, 0, 0)"
268,"(5, 5, 0, 0, 0, 0)"
229,"(3, 4, 0, 0, 0, 0)"
221,"(8, 8, 0, 0, 0, 0)"
269,"(4, 5, 0, 0, 0, 0)"
271,"(2, 2, 0, 0, 0, 0)"
272,"(9, 12, 0, 0, 0, 0)"
273,"(27, 25, 0, 0, 0, 0)"
274,"(17, 21, 0, 0, 0, 0)"
275,"(1, 2, 0, 0, 0, 0)"
276,"(5, 6, 0, 0, 0, 0)"
270,"(47, 37, 0, 0, 0, 0)"
277,"(1, 2, 0, 0, 0, 0)"
279,"(1, 2, 0, 0, 0, 0)"
278,"(3, 4, 0, 0, 0, 0)"
280,"(59, 58, 0, 0, 0, 0)"
281,"(0, 1, 0, 0, 0, 0)"
282,"(5, 6, 0, 0, 0, 0)"
283,"(13, 15, 0, 0, 0, 0)"
284,"(10, 8, 0, 0, 0, 0)"
285,"(6, 6, 0, 0, 0, 0)"
286,"(2, 2, 0, 0, 0, 0)"
287,"(1, 1, 0, 0, 0, 0)"
288,"(7, 7, 0, 0, 0, 0)"
290,"(1, 1, 0, 0, 0, 0)"
291,"(1, 1, 0, 0, 0, 0)"
292,"(1, 2, 0, 0, 0, 0)"
293,"(4, 6, 0, 0, 0, 0)"
294,"(1, 1, 0, 0, 0, 0)"
295,"(24, 21, 0, 0, 0, 0)"
296,"(1, 6, 0, 0, 0, 0)"
297,"(2, 3, 0, 0, 0, 0)"
298,"(8, 10, 0, 0, 0, 0)"
299,"(2, 2, 0, 0, 0, 0)"
301,"(4, 4, 0, 0, 0, 0)"
302,"(0, 1, 0, 0, 0, 0)"
303,"(1, 1, 0, 0, 0, 0)"
304,"(104, 100, 0, 0, 0, 0)"
254,"(5, 4, 0, 0, 0, 0)"
305,"(1, 1, 0, 0, 0, 0)"
306,"(1, 1, 0, 0, 0, 0)"
307,"(1, 2, 0, 0, 0, 0)"
308,"(11, 13, 0, 0, 0, 0)"
309,"(45, 34, 0, 0, 0, 0)"
310,"(4, 7, 0, 0, 0, 0)"
311,"(1, 1, 0, 0, 0, 0)"
312,"(12, 11, 0, 0, 0, 0)"
314,"(2, 2, 0, 0, 0, 0)"
313,"(3, 2, 0, 0, 0, 0)"
315,"(0, 2, 0, 0, 0, 0)"
316,"(2, 2, 0, 0, 0, 0)"
317,"(4, 4, 0, 0, 0, 0)"
318,"(6, 4, 0, 0, 0, 0)"
319,"(8, 8, 0, 0, 0, 0)"
320,"(5, 5, 0, 0, 0, 0)"
322,"(11, 8, 0, 0, 0, 0)"
323,"(1, 1, 0, 0, 0, 0)"
324,"(5, 5, 0, 0, 0, 0)"
325,"(12, 11, 0, 0, 0, 0)"
326,"(1, 1, 0, 0, 0, 0)"
321,"(5, 6, 0, 0, 0, 0)"
327,"(1, 1, 0, 0, 0, 0)"
328,"(1, 3, 0, 0, 0, 0)"
329,"(1, 1, 0, 0, 0, 0)"
334,"(0, 1, 0, 0, 0, 0)"
338,"(0, 1, 0, 0, 0, 0)"
345,"(4, 4, 0, 0, 0, 0)"
346,"(25, 22, 0, 0, 0, 0)"
289,"(1, 1, 0, 0, 0, 0)"
347,"(4, 8, 0, 0, 0, 0)"
349,"(1, 1, 0, 0, 0, 0)"
340,"(5, 6, 0, 0, 0, 0)"
336,"(0, 1, 0, 0, 0, 0)"
350,"(27, 28, 0, 0, 0, 0)"
352,"(2, 1, 0, 0, 0, 0)"
353,"(86, 85, 0, 0, 0, 0)"
354,"(1, 1, 0, 0, 0, 0)"
355,"(1, 1, 0, 0, 0, 0)"
356,"(4, 4, 0, 0, 0, 0)"
357,"(3, 4, 0, 0, 0, 0)"
359,"(11, 12, 0, 0, 0, 0)"
339,"(3, 2, 0, 0, 0, 0)"
360,"(1, 2, 0, 0, 0, 0)"
366,"(7, 5, 0, 0, 0, 0)"
367,"(1, 1, 0, 0, 0, 0)"
368,"(1, 1, 0, 0, 0, 0)"
358,"(2, 2, 0, 0, 0, 0)"
370,"(1, 1, 0, 0, 0, 0)"
371,"(2, 1, 0, 0, 0, 0)"
372,"(6, 6, 0, 0, 0, 0)"
363,"(35, 35, 0, 0, 0, 0)"
375,"(2, 3, 0, 0, 0, 0)"
377,"(2, 3, 0, 0, 0, 0)"
374,"(10, 11, 0, 0, 0, 0)"
378,"(8, 10, 0, 0, 0, 0)"
379,"(1, 1, 0, 0, 0, 0)"
380,"(3, 4, 0, 0, 0, 0)"
382,"(1, 1, 0, 0, 0, 0)"
383,"(16, 18, 0, 0, 0, 0)"
384,"(12, 12, 0, 0, 0, 0)"
385,"(1, 1, 0, 0, 0, 0)"
386,"(10, 11, 0, 0, 0, 0)"
348,"(3, 4, 0, 0, 0, 0)"
387,"(17, 18, 0, 0, 0, 0)"
388,"(1, 1, 0, 0, 0, 0)"
389,"(2, 2, 0, 0, 0, 0)"
390,"(10, 9, 0, 0, 0, 0)"
391,"(1, 1, 0, 0, 0, 0)"
392,"(2, 3, 0, 0, 0, 0)"
330,"(7, 9, 0, 0, 0, 0)"
351,"(2, 3, 0, 0, 0, 0)"
393,"(12, 11, 0, 0, 0, 0)"
342,"(17, 16, 0, 0, 0, 0)"
395,"(23, 11, 0, 0, 0, 0)"
396,"(11, 12, 0, 0, 0, 0)"
397,"(5, 1, 0, 0, 0, 0)"
399,"(16, 18, 0, 0, 0, 0)"
400,"(1, 1, 0, 0, 0, 0)"
401,"(8, 8, 0, 0, 0, 0)"
402,"(8, 8, 0, 0, 0, 0)"
403,"(1, 1, 0, 0, 0, 0)"
404,"(6, 6, 0, 0, 0, 0)"
405,"(19, 19, 0, 0, 0, 0)"
406,"(3, 3, 0, 0, 0, 0)"
407,"(0, 2, 0, 0, 0, 0)"
408,"(11, 14, 0, 0, 0, 0)"
409,"(3, 3, 0, 0, 0, 0)"
410,"(4, 5, 0, 0, 0, 0)"
411,"(3, 3, 0, 0, 0, 0)"
412,"(8, 10, 0, 0, 0, 0)"
414,"(1, 1, 0, 0, 0, 0)"
415,"(18, 20, 0, 0, 0, 0)"
418,"(13, 14, 0, 0, 0, 0)"
300,"(3, 3, 0, 0, 0, 0)"
421,"(6, 5, 0, 0, 0, 0)"
423,"(6, 7, 0, 0, 0, 0)"
333,"(1, 1, 0, 0, 0, 0)"
341,"(0, 1, 0, 0, 0, 0)"
427,"(16, 11, 0, 0, 0, 0)"
428,"(2, 4, 0, 0, 0, 0)"
429,"(1, 1, 0, 0, 0, 0)"
332,"(3, 2, 0, 0, 0, 0)"
394,"(11, 12, 0, 0, 0, 0)"
430,"(1, 1, 0, 0, 0, 0)"
432,"(3, 2, 0, 0, 0, 0)"
433,"(5, 5, 0, 0, 0, 0)"
434,"(1, 1, 0, 0, 0, 0)"
435,"(2, 2, 0, 0, 0, 0)"
436,"(13, 13, 0, 0, 0, 0)"
437,"(1, 3, 0, 0, 0, 0)"
438,"(2, 2, 0, 0, 0, 0)"
439,"(6, 2, 0, 0, 0, 0)"
441,"(8, 8, 0, 0, 0, 0)"
442,"(1, 1, 0, 0, 0, 0)"
443,"(16, 13, 0, 0, 0, 0)"
440,"(2, 2, 0, 0, 0, 0)"
444,"(2, 1, 0, 0, 0, 0)"
445,"(1, 1, 0, 0, 0, 0)"
446,"(20, 19, 0, 0, 0, 0)"
365,"(2, 3, 0, 0, 0, 0)"
448,"(3, 4, 0, 0, 0, 0)"
449,"(2, 4, 0, 0, 0, 0)"
431,"(1, 2, 0, 0, 0, 0)"
450,"(1, 1, 0, 0, 0, 0)"
451,"(2, 2, 0, 0, 0, 0)"
452,"(21, 21, 0, 0, 0, 0)"
453,"(3, 3, 0, 0, 0, 0)"
454,"(3, 3, 0, 0, 0, 0)"
455,"(8, 10, 0, 0, 0, 0)"
456,"(1, 1, 0, 0, 0, 0)"
457,"(2, 1, 0, 0, 0, 0)"
416,"(16, 16, 0, 0, 0, 0)"
458,"(2, 2, 0, 0, 0, 0)"
459,"(4, 2, 0, 0, 0, 0)"
460,"(5, 2, 0, 0, 0, 0)"
464,"(5, 4, 0, 0, 0, 0)"
465,"(11, 14, 0, 0, 0, 0)"
466,"(2, 2, 0, 0, 0, 0)"
467,"(3, 4, 0, 0, 0, 0)"
468,"(62, 59, 0, 0, 0, 0)"
463,"(4, 5, 0, 0, 0, 0)"
469,"(15, 14, 0, 0, 0, 0)"
462,"(13, 15, 0, 0, 0, 0)"
470,"(2, 2, 0, 0, 0, 0)"
471,"(1, 1, 0, 0, 0, 0)"
472,"(4, 15, 0, 0, 0, 0)"
473,"(1, 1, 0, 0, 0, 0)"
369,"(0, 1, 0, 0, 0, 0)"
425,"(31, 25, 0, 0, 0, 0)"
417,"(8, 7, 0, 0, 0, 0)"
475,"(9, 9, 0, 0, 0, 0)"
476,"(16, 16, 0, 0, 0, 0)"
197,"(0, 3, 0, 0, 0, 0)"
477,"(2, 3, 0, 0, 0, 0)"
478,"(2, 3, 0, 0, 0, 0)"
424,"(3, 3, 0, 0, 0, 0)"
479,"(6, 5, 0, 0, 0, 0)"
376,"(0, 1, 0, 0, 0, 0)"
373,"(0, 1, 0, 0, 0, 0)"
420,"(0, 1, 0, 0, 0, 0)"
480,"(16, 15, 0, 0, 0, 0)"
398,"(1, 1, 0, 0, 0, 0)"
481,"(36, 37, 0, 0, 0, 0)"
482,"(1, 1, 0, 0, 0, 0)"
483,"(0, 1, 0, 0, 0, 0)"
484,"(26, 22, 0, 0, 0, 0)"
485,"(1, 1, 0, 0, 0, 0)"
486,"(4, 4, 0, 0, 0, 0)"
487,"(0, 2, 0, 0, 0, 0)"
488,"(9, 9, 0, 0, 0, 0)"
489,"(10, 10, 0, 0, 0, 0)"
490,"(3, 2, 0, 0, 0, 0)"
492,"(50, 53, 0, 0, 0, 0)"
493,"(18, 17, 0, 0, 0, 0)"
494,"(9, 8, 0, 0, 0, 0)"
447,"(3, 3, 0, 0, 0, 0)"
495,"(13, 11, 0, 0, 0, 0)"
496,"(4, 3, 0, 0, 0, 0)"
497,"(3, 4, 0, 0, 0, 0)"
499,"(6, 6, 0, 0, 0, 0)"
500,"(7, 5, 0, 0, 0, 0)"
501,"(4, 4, 0, 0, 0, 0)"
502,"(10, 12, 0, 0, 0, 0)"
491,"(19, 18, 0, 0, 0, 0)"
503,"(2, 2, 0, 0, 0, 0)"
504,"(0, 1, 0, 0, 0, 0)"
505,"(1, 1, 0, 0, 0, 0)"
506,"(4, 2, 0, 0, 0, 0)"
498,"(3, 2, 0, 0, 0, 0)"
507,"(4, 3, 0, 0, 0, 0)"
331,"(1, 2, 0, 0, 0, 0)"
508,"(4, 4, 0, 0, 0, 0)"
509,"(4, 3, 0, 0, 0, 0)"
510,"(2, 2, 0, 0, 0, 0)"
511,"(1, 1, 0, 0, 0, 0)"
512,"(3, 4, 0, 0, 0, 0)"
513,"(2, 2, 0, 0, 0, 0)"
514,"(5, 5, 0, 0, 0, 0)"
515,"(2, 2, 0, 0, 0, 0)"
516,"(5, 5, 0, 0, 0, 0)"
517,"(3, 3, 0, 0, 0, 0)"
422,"(0, 1, 0, 0, 0, 0)"
518,"(5, 5, 0, 0, 0, 0)"
337,"(0, 1, 0, 0, 0, 0)"
519,"(1, 1, 0, 0, 0, 0)"
520,"(19, 18, 0, 0, 0, 0)"
381,"(0, 1, 0, 0, 0, 0)"
521,"(10, 10, 0, 0, 0, 0)"
362,"(0, 1, 0, 0, 0, 0)"
522,"(34, 34, 0, 0, 0, 0)"
523,"(45, 60, 0, 0, 0, 0)"
524,"(1, 1, 0, 0, 0, 0)"
364,"(0, 1, 0, 0, 0, 0)"
413,"(0, 1, 0, 0, 0, 0)"
525,"(2, 2, 0, 0, 0, 0)"
361,"(80, 47, 0, 0, 0, 0)"
526,"(4, 4, 0, 0, 0, 0)"
527,"(2, 2, 0, 0, 0, 0)"
529,"(1, 1, 0, 0, 0, 0)"
530,"(10, 11, 0, 0, 0, 0)"
531,"(1, 1, 0, 0, 0, 0)"
532,"(4, 3, 0, 0, 0, 0)"
533,"(15, 13, 0, 0, 0, 0)"
534,"(8, 10, 0, 0, 0, 0)"
535,"(16, 27, 0, 0, 0, 0)"
536,"(4, 4, 0, 0, 0, 0)"
537,"(56, 54, 0, 0, 0, 0)"
538,"(8, 9, 0, 0, 0, 0)"
539,"(19, 18, 0, 0, 0, 0)"
540,"(47, 43, 0, 0, 0, 0)"
541,"(1, 1, 0, 0, 0, 0)"
419,"(7, 7, 0, 0, 0, 0)"
542,"(3, 3, 0, 0, 0, 0)"
335,"(0, 1, 0, 0, 0, 0)"
543,"(1, 1, 0, 0, 0, 0)"
544,"(2, 2, 0, 0, 0, 0)"
545,"(23, 79, 0, 0, 0, 0)"
546,"(167, 144, 0, 0, 0, 0)"
547,"(17, 15, 0, 0, 0, 0)"
548,"(3, 5, 0, 0, 0, 0)"
549,"(2, 2, 0, 0, 0, 0)"
426,"(0, 1, 0, 0, 0, 0)"
550,"(51, 44, 0, 0, 0, 0)"
552,"(1, 1, 0, 0, 0, 0)"
553,"(1, 2, 0, 0, 0, 0)"
554,"(8, 9, 0, 0, 0, 0)"
555,"(2, 1, 0, 0, 0, 0)"
556,"(1, 2, 0, 0, 0, 0)"
557,"(3, 3, 0, 0, 0, 0)"
558,"(2, 3, 0, 0, 0, 0)"
559,"(3, 3, 0, 0, 0, 0)"
560,"(2, 2, 0, 0, 0, 0)"
561,"(8, 10, 0, 0, 0, 0)"
562,"(2, 2, 0, 0, 0, 0)"
563,"(9, 8, 0, 0, 0, 0)"
564,"(5, 5, 0, 0, 0, 0)"
565,"(1, 1, 0, 0, 0, 0)"
566,"(8, 9, 0, 0, 0, 0)"
551,"(0, 2, 0, 0, 0, 0)"
567,"(3, 3, 0, 0, 0, 0)"
569,"(3, 2, 0, 0, 0, 0)"
570,"(19, 18, 0, 0, 0, 0)"
571,"(5, 6, 0, 0, 0, 0)"
572,"(2, 2, 0, 0, 0, 0)"
573,"(5, 5, 0, 0, 0, 0)"
575,"(1, 1, 0, 0, 0, 0)"
474,"(1, 1, 0, 0, 0, 0)"
577,"(7, 8, 0, 0, 0, 0)"
578,"(9, 9, 0, 0, 0, 0)"
528,"(1, 1, 0, 0, 0, 0)"
580,"(1, 1, 0, 0, 0, 0)"
581,"(2, 1, 0, 0, 0, 0)"
582,"(1, 2, 0, 0, 0, 0)"
583,"(3, 4, 0, 0, 0, 0)"
584,"(1, 1, 0, 0, 0, 0)"
585,"(10, 9, 0, 0, 0, 0)"
586,"(4, 4, 0, 0, 0, 0)"
587,"(5, 5, 0, 0, 0, 0)"
589,"(2, 2, 0, 0, 0, 0)"
590,"(1, 6, 0, 0, 0, 0)"
592,"(56, 55, 0, 0, 0, 0)"
579,"(13, 15, 0, 0, 0, 0)"
343,"(0, 1, 0, 0, 0, 0)"
594,"(2, 4, 0, 0, 0, 0)"
595,"(1, 2, 0, 0, 0, 0)"
596,"(1, 1, 0, 0, 0, 0)"
597,"(2, 3, 0, 0, 0, 0)"
588,"(2, 2, 0, 0, 0, 0)"
598,"(8, 9, 0, 0, 0, 0)"
599,"(1, 1, 0, 0, 0, 0)"
600,"(1, 1, 0, 0, 0, 0)"
601,"(1, 1, 0, 0, 0, 0)"
602,"(1, 1, 0, 0, 0, 0)"
603,"(1, 1, 0, 0, 0, 0)"
604,"(1, 1, 0, 0, 0, 0)"
591,"(4, 4, 0, 0, 0, 0)"
605,"(4, 4, 0, 0, 0, 0)"
606,"(16, 15, 0, 0, 0, 0)"
607,"(1, 1, 0, 0, 0, 0)"
608,"(8, 8, 0, 0, 0, 0)"
609,"(1, 1, 0, 0, 0, 0)"
610,"(6, 6, 0, 0, 0, 0)"
611,"(1, 1, 0, 0, 0, 0)"
612,"(1, 1, 0, 0, 0, 0)"
613,"(1, 1, 0, 0, 0, 0)"
614,"(2, 2, 0, 0, 0, 0)"
615,"(1, 1, 0, 0, 0, 0)"
617,"(4, 3, 0, 0, 0, 0)"
618,"(1, 1, 0, 0, 0, 0)"
619,"(2, 2, 0, 0, 0, 0)"
620,"(3, 3, 0, 0, 0, 0)"
621,"(9, 9, 0, 0, 0, 0)"
622,"(1, 1, 0, 0, 0, 0)"
623,"(3, 3, 0, 0, 0, 0)"
616,"(7, 6, 0, 0, 0, 0)"
593,"(4, 3, 0, 0, 0, 0)"
624,"(1, 1, 0, 0, 0, 0)"
625,"(21, 17, 0, 0, 0, 0)"
626,"(9, 6, 0, 0, 0, 0)"
628,"(14, 16, 0, 0, 0, 0)"
629,"(2, 2, 0, 0, 0, 0)"
630,"(28, 28, 0, 0, 0, 0)"
631,"(1, 1, 0, 0, 0, 0)"
627,"(4, 4, 0, 0, 0, 0)"
632,"(21, 22, 0, 0, 0, 0)"
633,"(7, 8, 0, 0, 0, 0)"
634,"(34, 33, 0, 0, 0, 0)"
635,"(31, 29, 0, 0, 0, 0)"
636,"(1, 1, 0, 0, 0, 0)"
637,"(2, 1, 0, 0, 0, 0)"
638,"(2, 2, 0, 0, 0, 0)"
639,"(2, 2, 0, 0, 0, 0)"
344,"(0, 1, 0, 0, 0, 0)"
642,"(8, 9, 0, 0, 0, 0)"
643,"(2, 4, 0, 0, 0, 0)"
644,"(13, 11, 0, 0, 0, 0)"
647,"(27, 29, 0, 0, 0, 0)"
648,"(1, 1, 0, 0, 0, 0)"
649,"(2, 2, 0, 0, 0, 0)"
650,"(10, 9, 0, 0, 0, 0)"
651,"(9, 10, 0, 0, 0, 0)"
652,"(3, 3, 0, 0, 0, 0)"
653,"(4, 4, 0, 0, 0, 0)"
654,"(14, 16, 0, 0, 0, 0)"
655,"(3, 2, 0, 0, 0, 0)"
656,"(3, 3, 0, 0, 0, 0)"
